base 2,base 3,base 4,base 5,base 6,base 7,base 8,base 9,base 10,base 11,base 12,base 13,base 14,base 15,base 16
10000010001000,102102110,2002020,231303,102320,33165,20210,12373,8328,6291,49a0,3a38,306c,2703,2088
10000010001001,102102111,2002021,231304,102321,33166,20211,12374,8329,6292,49a1,3a39,306d,2704,2089
10000010001010,102102112,2002022,231310,102322,33200,20212,12375,8330,6293,49a2,3a3a,3070,2705,208a
10000010001011,102102120,2002023,231311,102323,33201,20213,12376,8331,6294,49a3,3a3b,3071,2706,208b
10000010001100,102102121,2002030,231312,102324,33202,20214,12377,8332,6295,49a4,3a3c,3072,2707,208c
10000010001101,102102122,2002031,231313,102325,33203,20215,12378,8333,6296,49a5,3a40,3073,2708,208d
10000010001110,102102200,2002032,231314,102330,33204,20216,12380,8334,6297,49a6,3a41,3074,2709,208e
10000010001111,102102201,2002033,231320,102331,33205,20217,12381,8335,6298,49a7,3a42,3075,270a,208f
10000010010000,102102202,2002100,231321,102332,33206,20220,12382,8336,6299,49a8,3a43,3076,270b,2090
10000010010001,102102210,2002101,231322,102333,33210,20221,12383,8337,629a,49a9,3a44,3077,270c,2091
10000010010010,102102211,2002102,231323,102334,33211,20222,12384,8338,62a0,49aa,3a45,3078,270d,2092
10000010010011,102102212,2002103,231324,102335,33212,20223,12385,8339,62a1,49ab,3a46,3079,270e,2093
10000010010100,102102220,2002110,231330,102340,33213,20224,12386,8340,62a2,49b0,3a47,307a,2710,2094
10000010010101,102102221,2002111,231331,102341,33214,20225,12387,8341,62a3,49b1,3a48,307b,2711,2095
10000010010110,102102222,2002112,231332,102342,33215,20226,12388,8342,62a4,49b2,3a49,307c,2712,2096
10000010010111,102110000,2002113,231333,102343,33216,20227,12400,8343,62a5,49b3,3a4a,307d,2713,2097
10000010011000,102110001,2002120,231334,102344,33220,20230,12401,8344,62a6,49b4,3a4b,3080,2714,2098
10000010011001,102110002,2002121,231340,102345,33221,20231,12402,8345,62a7,49b5,3a4c,3081,2715,2099
10000010011010,102110010,2002122,231341,102350,33222,20232,12403,8346,62a8,49b6,3a50,3082,2716,209a
10000010011011,102110011,2002123,231342,102351,33223,20233,12404,8347,62a9,49b7,3a51,3083,2717,209b
10000010011100,102110012,2002130,231343,102352,33224,20234,12405,8348,62aa,49b8,3a52,3084,2718,209c
10000010011101,102110020,2002131,231344,102353,33225,20235,12406,8349,6300,49b9,3a53,3085,2719,209d
10000010011110,102110021,2002132,231400,102354,33226,20236,12407,8350,6301,49ba,3a54,3086,271a,209e
10000010011111,102110022,2002133,231401,102355,33230,20237,12408,8351,6302,49bb,3a55,3087,271b,209f
10000010100000,102110100,2002200,231402,102400,33231,20240,12410,8352,6303,4a00,3a56,3088,271c,20a0
10000010100001,102110101,2002201,231403,102401,33232,20241,12411,8353,6304,4a01,3a57,3089,271d,20a1
10000010100010,102110102,2002202,231404,102402,33233,20242,12412,8354,6305,4a02,3a58,308a,271e,20a2
10000010100011,102110110,2002203,231410,102403,33234,20243,12413,8355,6306,4a03,3a59,308b,2720,20a3
10000010100100,102110111,2002210,231411,102404,33235,20244,12414,8356,6307,4a04,3a5a,308c,2721,20a4
10000010100101,102110112,2002211,231412,102405,33236,20245,12415,8357,6308,4a05,3a5b,308d,2722,20a5
10000010100110,102110120,2002212,231413,102410,33240,20246,12416,8358,6309,4a06,3a5c,3090,2723,20a6
10000010100111,102110121,2002213,231414,102411,33241,20247,12417,8359,630a,4a07,3a60,3091,2724,20a7
10000010101000,102110122,2002220,231420,102412,33242,20250,12418,8360,6310,4a08,3a61,3092,2725,20a8
10000010101001,102110200,2002221,231421,102413,33243,20251,12420,8361,6311,4a09,3a62,3093,2726,20a9
10000010101010,102110201,2002222,231422,102414,33244,20252,12421,8362,6312,4a0a,3a63,3094,2727,20aa
10000010101011,102110202,2002223,231423,102415,33245,20253,12422,8363,6313,4a0b,3a64,3095,2728,20ab
10000010101100,102110210,2002230,231424,102420,33246,20254,12423,8364,6314,4a10,3a65,3096,2729,20ac
10000010101101,102110211,2002231,231430,102421,33250,20255,12424,8365,6315,4a11,3a66,3097,272a,20ad
10000010101110,102110212,2002232,231431,102422,33251,20256,12425,8366,6316,4a12,3a67,3098,272b,20ae
10000010101111,102110220,2002233,231432,102423,33252,20257,12426,8367,6317,4a13,3a68,3099,272c,20af
10000010110000,102110221,2002300,231433,102424,33253,20260,12427,8368,6318,4a14,3a69,309a,272d,20b0
10000010110001,102110222,2002301,231434,102425,33254,20261,12428,8369,6319,4a15,3a6a,309b,272e,20b1
10000010110010,102111000,2002302,231440,102430,33255,20262,12430,8370,631a,4a16,3a6b,309c,2730,20b2
10000010110011,102111001,2002303,231441,102431,33256,20263,12431,8371,6320,4a17,3a6c,309d,2731,20b3
10000010110100,102111002,2002310,231442,102432,33260,20264,12432,8372,6321,4a18,3a70,30a0,2732,20b4
10000010110101,102111010,2002311,231443,102433,33261,20265,12433,8373,6322,4a19,3a71,30a1,2733,20b5
10000010110110,102111011,2002312,231444,102434,33262,20266,12434,8374,6323,4a1a,3a72,30a2,2734,20b6
10000010110111,102111012,2002313,232000,102435,33263,20267,12435,8375,6324,4a1b,3a73,30a3,2735,20b7
10000010111000,102111020,2002320,232001,102440,33264,20270,12436,8376,6325,4a20,3a74,30a4,2736,20b8
10000010111001,102111021,2002321,232002,102441,33265,20271,12437,8377,6326,4a21,3a75,30a5,2737,20b9
10000010111010,102111022,2002322,232003,102442,33266,20272,12438,8378,6327,4a22,3a76,30a6,2738,20ba
10000010111011,102111100,2002323,232004,102443,33300,20273,12440,8379,6328,4a23,3a77,30a7,2739,20bb
10000010111100,102111101,2002330,232010,102444,33301,20274,12441,8380,6329,4a24,3a78,30a8,273a,20bc
10000010111101,102111102,2002331,232011,102445,33302,20275,12442,8381,632a,4a25,3a79,30a9,273b,20bd
10000010111110,102111110,2002332,232012,102450,33303,20276,12443,8382,6330,4a26,3a7a,30aa,273c,20be
10000010111111,102111111,2002333,232013,102451,33304,20277,12444,8383,6331,4a27,3a7b,30ab,273d,20bf
10000011000000,102111112,2003000,232014,102452,33305,20300,12445,8384,6332,4a28,3a7c,30ac,273e,20c0
10000011000001,102111120,2003001,232020,102453,33306,20301,12446,8385,6333,4a29,3a80,30ad,2740,20c1
10000011000010,102111121,2003002,232021,102454,33310,20302,12447,8386,6334,4a2a,3a81,30b0,2741,20c2
10000011000011,102111122,2003003,232022,102455,33311,20303,12448,8387,6335,4a2b,3a82,30b1,2742,20c3
10000011000100,102111200,2003010,232023,102500,33312,20304,12450,8388,6336,4a30,3a83,30b2,2743,20c4
10000011000101,102111201,2003011,232024,102501,33313,20305,12451,8389,6337,4a31,3a84,30b3,2744,20c5
10000011000110,102111202,2003012,232030,102502,33314,20306,12452,8390,6338,4a32,3a85,30b4,2745,20c6
10000011000111,102111210,2003013,232031,102503,33315,20307,12453,8391,6339,4a33,3a86,30b5,2746,20c7
10000011001000,102111211,2003020,232032,102504,33316,20310,12454,8392,633a,4a34,3a87,30b6,2747,20c8
10000011001001,102111212,2003021,232033,102505,33320,20311,12455,8393,6340,4a35,3a88,30b7,2748,20c9
10000011001010,102111220,2003022,232034,102510,33321,20312,12456,8394,6341,4a36,3a89,30b8,2749,20ca
10000011001011,102111221,2003023,232040,102511,33322,20313,12457,8395,6342,4a37,3a8a,30b9,274a,20cb
10000011001100,102111222,2003030,232041,102512,33323,20314,12458,8396,6343,4a38,3a8b,30ba,274b,20cc
10000011001101,102112000,2003031,232042,102513,33324,20315,12460,8397,6344,4a39,3a8c,30bb,274c,20cd
10000011001110,102112001,2003032,232043,102514,33325,20316,12461,8398,6345,4a3a,3a90,30bc,274d,20ce
10000011001111,102112002,2003033,232044,102515,33326,20317,12462,8399,6346,4a3b,3a91,30bd,274e,20cf
10000011010000,102112010,2003100,232100,102520,33330,20320,12463,8400,6347,4a40,3a92,30c0,2750,20d0
10000011010001,102112011,2003101,232101,102521,33331,20321,12464,8401,6348,4a41,3a93,30c1,2751,20d1
10000011010010,102112012,2003102,232102,102522,33332,20322,12465,8402,6349,4a42,3a94,30c2,2752,20d2
10000011010011,102112020,2003103,232103,102523,33333,20323,12466,8403,634a,4a43,3a95,30c3,2753,20d3
10000011010100,102112021,2003110,232104,102524,33334,20324,12467,8404,6350,4a44,3a96,30c4,2754,20d4
10000011010101,102112022,2003111,232110,102525,33335,20325,12468,8405,6351,4a45,3a97,30c5,2755,20d5
10000011010110,102112100,2003112,232111,102530,33336,20326,12470,8406,6352,4a46,3a98,30c6,2756,20d6
10000011010111,102112101,2003113,232112,102531,33340,20327,12471,8407,6353,4a47,3a99,30c7,2757,20d7
10000011011000,102112102,2003120,232113,102532,33341,20330,12472,8408,6354,4a48,3a9a,30c8,2758,20d8
10000011011001,102112110,2003121,232114,102533,33342,20331,12473,8409,6355,4a49,3a9b,30c9,2759,20d9
10000011011010,102112111,2003122,232120,102534,33343,20332,12474,8410,6356,4a4a,3a9c,30ca,275a,20da
10000011011011,102112112,2003123,232121,102535,33344,20333,12475,8411,6357,4a4b,3aa0,30cb,275b,20db
10000011011100,102112120,2003130,232122,102540,33345,20334,12476,8412,6358,4a50,3aa1,30cc,275c,20dc
10000011011101,102112121,2003131,232123,102541,33346,20335,12477,8413,6359,4a51,3aa2,30cd,275d,20dd
10000011011110,102112122,2003132,232124,102542,33350,20336,12478,8414,635a,4a52,3aa3,30d0,275e,20de
10000011011111,102112200,2003133,232130,102543,33351,20337,12480,8415,6360,4a53,3aa4,30d1,2760,20df
10000011100000,102112201,2003200,232131,102544,33352,20340,12481,8416,6361,4a54,3aa5,30d2,2761,20e0
10000011100001,102112202,2003201,232132,102545,33353,20341,12482,8417,6362,4a55,3aa6,30d3,2762,20e1
10000011100010,102112210,2003202,232133,102550,33354,20342,12483,8418,6363,4a56,3aa7,30d4,2763,20e2
10000011100011,102112211,2003203,232134,102551,33355,20343,12484,8419,6364,4a57,3aa8,30d5,2764,20e3
10000011100100,102112212,2003210,232140,102552,33356,20344,12485,8420,6365,4a58,3aa9,30d6,2765,20e4
10000011100101,102112220,2003211,232141,102553,33360,20345,12486,8421,6366,4a59,3aaa,30d7,2766,20e5
10000011100110,102112221,2003212,232142,102554,33361,20346,12487,8422,6367,4a5a,3aab,30d8,2767,20e6
10000011100111,102112222,2003213,232143,102555,33362,20347,12488,8423,6368,4a5b,3aac,30d9,2768,20e7
10000011101000,102120000,2003220,232144,103000,33363,20350,12500,8424,6369,4a60,3ab0,30da,2769,20e8
10000011101001,102120001,2003221,232200,103001,33364,20351,12501,8425,636a,4a61,3ab1,30db,276a,20e9
10000011101010,102120002,2003222,232201,103002,33365,20352,12502,8426,6370,4a62,3ab2,30dc,276b,20ea
10000011101011,102120010,2003223,232202,103003,33366,20353,12503,8427,6371,4a63,3ab3,30dd,276c,20eb
10000011101100,102120011,2003230,232203,103004,33400,20354,12504,8428,6372,4a64,3ab4,3100,276d,20ec
10000011101101,102120012,2003231,232204,103005,33401,20355,12505,8429,6373,4a65,3ab5,3101,276e,20ed
10000011101110,102120020,2003232,232210,103010,33402,20356,12506,8430,6374,4a66,3ab6,3102,2770,20ee
10000011101111,102120021,2003233,232211,103011,33403,20357,12507,8431,6375,4a67,3ab7,3103,2771,20ef
10000011110000,102120022,2003300,232212,103012,33404,20360,12508,8432,6376,4a68,3ab8,3104,2772,20f0
10000011110001,102120100,2003301,232213,103013,33405,20361,12510,8433,6377,4a69,3ab9,3105,2773,20f1
10000011110010,102120101,2003302,232214,103014,33406,20362,12511,8434,6378,4a6a,3aba,3106,2774,20f2
10000011110011,102120102,2003303,232220,103015,33410,20363,12512,8435,6379,4a6b,3abb,3107,2775,20f3
10000011110100,102120110,2003310,232221,103020,33411,20364,12513,8436,637a,4a70,3abc,3108,2776,20f4
10000011110101,102120111,2003311,232222,103021,33412,20365,12514,8437,6380,4a71,3ac0,3109,2777,20f5
10000011110110,102120112,2003312,232223,103022,33413,20366,12515,8438,6381,4a72,3ac1,310a,2778,20f6
10000011110111,102120120,2003313,232224,103023,33414,20367,12516,8439,6382,4a73,3ac2,310b,2779,20f7
10000011111000,102120121,2003320,232230,103024,33415,20370,12517,8440,6383,4a74,3ac3,310c,277a,20f8
10000011111001,102120122,2003321,232231,103025,33416,20371,12518,8441,6384,4a75,3ac4,310d,277b,20f9
10000011111010,102120200,2003322,232232,103030,33420,20372,12520,8442,6385,4a76,3ac5,3110,277c,20fa
10000011111011,102120201,2003323,232233,103031,33421,20373,12521,8443,6386,4a77,3ac6,3111,277d,20fb
10000011111100,102120202,2003330,232234,103032,33422,20374,12522,8444,6387,4a78,3ac7,3112,277e,20fc
10000011111101,102120210,2003331,232240,103033,33423,20375,12523,8445,6388,4a79,3ac8,3113,2780,20fd
10000011111110,102120211,2003332,232241,103034,33424,20376,12524,8446,6389,4a7a,3ac9,3114,2781,20fe
10000011111111,102120212,2003333,232242,103035,33425,20377,12525,8447,638a,4a7b,3aca,3115,2782,20ff
10000100000000,102120220,2010000,232243,103040,33426,20400,12526,8448,6390,4a80,3acb,3116,2783,2100
10000100000001,102120221,2010001,232244,103041,33430,20401,12527,8449,6391,4a81,3acc,3117,2784,2101
10000100000010,102120222,2010002,232300,103042,33431,20402,12528,8450,6392,4a82,3b00,3118,2785,2102
10000100000011,102121000,2010003,232301,103043,33432,20403,12530,8451,6393,4a83,3b01,3119,2786,2103
10000100000100,102121001,2010010,232302,103044,33433,20404,12531,8452,6394,4a84,3b02,311a,2787,2104
10000100000101,102121002,2010011,232303,103045,33434,20405,12532,8453,6395,4a85,3b03,311b,2788,2105
10000100000110,102121010,2010012,232304,103050,33435,20406,12533,8454,6396,4a86,3b04,311c,2789,2106
10000100000111,102121011,2010013,232310,103051,33436,20407,12534,8455,6397,4a87,3b05,311d,278a,2107
10000100001000,102121012,2010020,232311,103052,33440,20410,12535,8456,6398,4a88,3b06,3120,278b,2108
10000100001001,102121020,2010021,232312,103053,33441,20411,12536,8457,6399,4a89,3b07,3121,278c,2109
10000100001010,102121021,2010022,232313,103054,33442,20412,12537,8458,639a,4a8a,3b08,3122,278d,210a
10000100001011,102121022,2010023,232314,103055,33443,20413,12538,8459,63a0,4a8b,3b09,3123,278e,210b
10000100001100,102121100,2010030,232320,103100,33444,20414,12540,8460,63a1,4a90,3b0a,3124,2790,210c
10000100001101,102121101,2010031,232321,103101,33445,20415,12541,8461,63a2,4a91,3b0b,3125,2791,210d
10000100001110,102121102,2010032,232322,103102,33446,20416,12542,8462,63a3,4a92,3b0c,3126,2792,210e
10000100001111,102121110,2010033,232323,103103,33450,20417,12543,8463,63a4,4a93,3b10,3127,2793,210f
10000100010000,102121111,2010100,232324,103104,33451,20420,12544,8464,63a5,4a94,3b11,3128,2794,2110
10000100010001,102121112,2010101,232330,103105,33452,20421,12545,8465,63a6,4a95,3b12,3129,2795,2111
10000100010010,102121120,2010102,232331,103110,33453,20422,12546,8466,63a7,4a96,3b13,312a,2796,2112
10000100010011,102121121,2010103,232332,103111,33454,20423,12547,8467,63a8,4a97,3b14,312b,2797,2113
10000100010100,102121122,2010110,232333,103112,33455,20424,12548,8468,63a9,4a98,3b15,312c,2798,2114
10000100010101,102121200,2010111,232334,103113,33456,20425,12550,8469,63aa,4a99,3b16,312d,2799,2115
10000100010110,102121201,2010112,232340,103114,33460,20426,12551,8470,6400,4a9a,3b17,3130,279a,2116
10000100010111,102121202,2010113,232341,103115,33461,20427,12552,8471,6401,4a9b,3b18,3131,279b,2117
10000100011000,102121210,2010120,232342,103120,33462,20430,12553,8472,6402,4aa0,3b19,3132,279c,2118
10000100011001,102121211,2010121,232343,103121,33463,20431,12554,8473,6403,4aa1,3b1a,3133,279d,2119
10000100011010,102121212,2010122,232344,103122,33464,20432,12555,8474,6404,4aa2,3b1b,3134,279e,211a
10000100011011,102121220,2010123,232400,103123,33465,20433,12556,8475,6405,4aa3,3b1c,3135,27a0,211b
10000100011100,102121221,2010130,232401,103124,33466,20434,12557,8476,6406,4aa4,3b20,3136,27a1,211c
10000100011101,102121222,2010131,232402,103125,33500,20435,12558,8477,6407,4aa5,3b21,3137,27a2,211d
10000100011110,102122000,2010132,232403,103130,33501,20436,12560,8478,6408,4aa6,3b22,3138,27a3,211e
10000100011111,102122001,2010133,232404,103131,33502,20437,12561,8479,6409,4aa7,3b23,3139,27a4,211f
10000100100000,102122002,2010200,232410,103132,33503,20440,12562,8480,640a,4aa8,3b24,313a,27a5,2120
10000100100001,102122010,2010201,232411,103133,33504,20441,12563,8481,6410,4aa9,3b25,313b,27a6,2121
10000100100010,102122011,2010202,232412,103134,33505,20442,12564,8482,6411,4aaa,3b26,313c,27a7,2122
10000100100011,102122012,2010203,232413,103135,33506,20443,12565,8483,6412,4aab,3b27,313d,27a8,2123
10000100100100,102122020,2010210,232414,103140,33510,20444,12566,8484,6413,4ab0,3b28,3140,27a9,2124
10000100100101,102122021,2010211,232420,103141,33511,20445,12567,8485,6414,4ab1,3b29,3141,27aa,2125
10000100100110,102122022,2010212,232421,103142,33512,20446,12568,8486,6415,4ab2,3b2a,3142,27ab,2126
10000100100111,102122100,2010213,232422,103143,33513,20447,12570,8487,6416,4ab3,3b2b,3143,27ac,2127
10000100101000,102122101,2010220,232423,103144,33514,20450,12571,8488,6417,4ab4,3b2c,3144,27ad,2128
10000100101001,102122102,2010221,232424,103145,33515,20451,12572,8489,6418,4ab5,3b30,3145,27ae,2129
10000100101010,102122110,2010222,232430,103150,33516,20452,12573,8490,6419,4ab6,3b31,3146,27b0,212a
10000100101011,102122111,2010223,232431,103151,33520,20453,12574,8491,641a,4ab7,3b32,3147,27b1,212b
10000100101100,102122112,2010230,232432,103152,33521,20454,12575,8492,6420,4ab8,3b33,3148,27b2,212c
10000100101101,102122120,2010231,232433,103153,33522,20455,12576,8493,6421,4ab9,3b34,3149,27b3,212d
10000100101110,102122121,2010232,232434,103154,33523,20456,12577,8494,6422,4aba,3b35,314a,27b4,212e
10000100101111,102122122,2010233,232440,103155,33524,20457,12578,8495,6423,4abb,3b36,314b,27b5,212f
10000100110000,102122200,2010300,232441,103200,33525,20460,12580,8496,6424,4b00,3b37,314c,27b6,2130
10000100110001,102122201,2010301,232442,103201,33526,20461,12581,8497,6425,4b01,3b38,314d,27b7,2131
10000100110010,102122202,2010302,232443,103202,33530,20462,12582,8498,6426,4b02,3b39,3150,27b8,2132
10000100110011,102122210,2010303,232444,103203,33531,20463,12583,8499,6427,4b03,3b3a,3151,27b9,2133
10000100110100,102122211,2010310,233000,103204,33532,20464,12584,8500,6428,4b04,3b3b,3152,27ba,2134
10000100110101,102122212,2010311,233001,103205,33533,20465,12585,8501,6429,4b05,3b3c,3153,27bb,2135
10000100110110,102122220,2010312,233002,103210,33534,20466,12586,8502,642a,4b06,3b40,3154,27bc,2136
10000100110111,102122221,2010313,233003,103211,33535,20467,12587,8503,6430,4b07,3b41,3155,27bd,2137
10000100111000,102122222,2010320,233004,103212,33536,20470,12588,8504,6431,4b08,3b42,3156,27be,2138
10000100111001,102200000,2010321,233010,103213,33540,20471,12600,8505,6432,4b09,3b43,3157,27c0,2139
10000100111010,102200001,2010322,233011,103214,33541,20472,12601,8506,6433,4b0a,3b44,3158,27c1,213a
10000100111011,102200002,2010323,233012,103215,33542,20473,12602,8507,6434,4b0b,3b45,3159,27c2,213b
10000100111100,102200010,2010330,233013,103220,33543,20474,12603,8508,6435,4b10,3b46,315a,27c3,213c
10000100111101,102200011,2010331,233014,103221,33544,20475,12604,8509,6436,4b11,3b47,315b,27c4,213d
10000100111110,102200012,2010332,233020,103222,33545,20476,12605,8510,6437,4b12,3b48,315c,27c5,213e
